model_answer,student_answer,grades
"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",merge sort break array half continue 2 element compare sort them after merges back keep on sort algorithm so,5
"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",split large array small array recur array size 1 merges array back together source array completely sourted,5
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",throw data head take tail,4
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",use link list 2 pointer one front one back long back front queue not empty,5
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",create add nodes end list remove node begin list,5
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",use first element list remove point queue insert item end list,5
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",create list node head top pointer function basically substitute pop push enqueue dequeue,2
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",make linked list add on front delete back keep track so,5
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",implement link list only allow node add tail only retrieve head,5
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",queue implement list keep track two pointer head tail,5
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",implement operation dequeue list operation remove 1 operation getfront queuefront list operation retrieve 1 queuefront,3
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",queue storage class list enqueue add item end list dequeue return first item list,4
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",list unlimited element it push node onto end list pop one front,5
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",create node input data continue add list dequeueing get first element data set next element list new first element,4
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",enqueue end link list dequeue item begin head list,5
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",utilize front pointer back pointer front poiner back pointer point first item queue add item front remain back poiner next point new item new item assign become new back pointer,5
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",theoretically two way one use process power memory no large queue ever full use almost infinite memory practical method two place item array remove item position one array after shift array add another element require option use infinite memory use long term queue job scheduling go nonstop extend period implement array add item read item one raise counter value two ecetera continue add element array downside method after use element one still memory im crazy know,0
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",remove first element reference second element new head list,3
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",link list stack principle queue s top element element always remove first must use node contain element pointer top element also call head pointer,2
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",check list empty add element list,1
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",pointer last element list use enqueue insert item there link first last element together dequeue list,3
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",list add back pointer program know end,4
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",use list represent item queue,0
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",make head list begin queue last listed item insertion point queue,5
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",link list check front rear keep enqueueing element front equal rear 1,3
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",element queue allocate node link list new element add head list dequeued element come off tail,5
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",temp gt next null front rear gt next temp else front temp rear temp,3
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",implement list tail pointer point item recently insert onto back list head pointer point item least recently insert onto list also item only remove front list only add back list,5
"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",fairly easy singly link list pointer head tail hte list deque first item que create temp pointer next element delete head make head temporary pointer enque new item use pointer end list add new item next item tail make tail next item current tail,5
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",make list make bottom head add on end make end top,3
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",use link list one way implement stack handle essentially number element usually convenient put data structure module thus want create file stack h stack c,0
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",top first pointer,3
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",use link list push node contains int stack get end link list,1
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",dynamicly create space stack grow stack long need,1
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",use node keep track head stack use push pop create stack need,4
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",keep pointer point last element enter front array move pointer back delete element,2
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",declare pointer point head link list only add remove node begin list,5
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",link list push add item onto begin list pop remove first element list,5
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",singly link list already lot like stack depends on way address move head,4
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",use add function list begin stack remove pop,5
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",implement stack use array link list use pointer point element node next element stack use pointer stack becomes link list,1
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",add element end list link element before it pop element take last element list set previous one end list,3
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",use head top push pop node head,5
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",use pointer,0
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",use head top stack only modify head push pop push add new item head pop remove item head,5
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",implement stack list change pointer first element list new item move pointer top stack next item remove item,5
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",create new list pop element stack need push stack remove item unless stack empty top item head list last item end,5
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",implement list head pointer point element recently push onto list pop function change head pointer point next last element list remove element head pointer previously point to,5
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",head list last item add push add new head,5
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",singly link list already easily use lifo data storage member stack simply push popped list first item last out,5
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",element only insert remove head list no header node current pointer,5
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",create link list add element top stack push delete element popping,4
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",add element end link list update pointer call top time modify list,2
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",use link list keep track pointer point first item,4
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",implementation stack use single link list operation perform on stack 1 push function insertion push of element stack similar insertion element end single link list see function insert_end program operation single link list 2 pop function deletion pop up element stack similar deletion element end single link list see function delete_end program operation single link list 3 stack_display this function display element stack,3
"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",create node base list point next list item down,0
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",predetermine size stack array type not grow,1
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",stack usually hold bunch item type therefore u use array hold content stack integer top hold index element top stack u choose array size sequence operation use u decide data type need stack data structure,2
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",use pointer always point end array list push pop modification,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",use array implement stack add element add end array remove item end array also,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",keep track last item enter array not allow user access part array,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",use dynamically allocated array must provide destructor copy constructor,2
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",efficiency easy implement leave right method right item one retrieve pop perform push place object on furthest element,3
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",allocate array pre define size bottom stack element store element 0 last index array top increment top one element push,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",allocate array size bottom stack element store element last index array top increment top one element push decrement after pop,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",implement array pre define size bottom stack element store element 0 last element store array top increment top element push decrement item pop,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",make array make bottom spot 0 make last spot array top increment top ad,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",declare variable point last item array increase item push onto stack decrease item pop off top,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",element add array last element add end element pop take last element off array,4
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",allocate array predetermine size integer track top element stack bottom member stack go element 0 array element push top tracking integer incremented,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",store stack array keep mind first element,3
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",use index value call top keep track last element array,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",allocate array size bottom stack element store element 0,4
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",array fix size add delete element end array use pointer keep track last element add time add delete element update pointer check equal max size array,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",max number element allocate array number element store element start 0 keep track how many element currently list,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",create array size n n one element push n one element pop,4
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",create int value store head stack increment top one element push decrement after pop,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",define array keep track pointer last element item add,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",create array implement pointer point next list item down stack up,1
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",use array push one int time stack get end array,4
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",create array base on pre define size n not element n bottom stack element store element 0 last index array top increment top one element push decrement after pop,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",allocate pre define array bottom element store element 0 last index head,5
"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",treat begin array begin stack,4
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list indefinite size whereas array specific size,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list not specify size easier add remove,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",insert link list far cheap insert array array item after one insert must shift link list only pointer replace,4
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",advantage link list not limited size like array,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list not memory constraint total memory,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list able grow size element add list,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",grow dynamically unlike fix size array,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list no predefined length thus virtually unlimited item list,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list not confine specific size element add remove far easy also easy traverse,4.5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list grow infinite size array fix size,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",main advantage link list size adjust runtime,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",linkded list not fix size array fix size,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",not predetermine list size array link list ability large want add memory need,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",dont fix size no shiftnig need do insertion deletion,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",no predetermined length,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list not definite size big small need not allocate extra memory element not need array size must define,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list variable size array fix size,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list dynamic change add subtract easily not linear memory array pre specify size cast certain amount disk space make insertion array difficult element must shift reach end array do even data input link list not run problem,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",primary advantage link list array ability become large small data add removed list whereas array waste memory small data set run space large data set,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list dont fix size,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",add many node like without specify list size array get big copy entire content another large array get room,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list dynamically grow,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list dynamic size array static size,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list dynamically allocate size change need,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list dynamic size array only fix size take allot extra operation increase size,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",resizeable,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",link list many dynamically grown not limit,5
"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",array fix size link list flexible add delete element,5
N (the length of the array) operations achieved for a sorted array.,n operation n number item,3
N (the length of the array) operations achieved for a sorted array.,theta n best case senario everything already sort,5
N (the length of the array) operations achieved for a sorted array.,run time sort program n 2 best case list already sort bad case list sort reverse,4
N (the length of the array) operations achieved for a sorted array.,best case n bad case n factorial,2
N (the length of the array) operations achieved for a sorted array.,best case o n n 1 that s take scan array make one swap array sort take only 1 operation,4
N (the length of the array) operations achieved for a sorted array.,o n,3
N (the length of the array) operations achieved for a sorted array.,insertion sort o n performs n 1 operation best case scenario list array already sort,5
N (the length of the array) operations achieved for a sorted array.,best case scenario insertion sort element array already sort cause loop iterate x time x number element array loop never iterate result insertion sort require x operation,5
N (the length of the array) operations achieved for a sorted array.,o n list already sort,5
N (the length of the array) operations achieved for a sorted array.,n operation n number element array best case element already sort,5
N (the length of the array) operations achieved for a sorted array.,insertion sort make zero operation and length 1 comparison best case scenario be array give already order,3
N (the length of the array) operations achieved for a sorted array.,bad case o n time best case o n 2 time,2
N (the length of the array) operations achieved for a sorted array.,best case scenario insertion sort list already sort number operation number element,5
N (the length of the array) operations achieved for a sorted array.,consider only one item easy sort also trivial result nothing move two item allow algorithm sort item correct order,2
N (the length of the array) operations achieved for a sorted array.,insertion sort take n 1 operation array reverse order,4
N (the length of the array) operations achieved for a sorted array.,n number time n equal number element list best case scenario element list already sort,5
N (the length of the array) operations achieved for a sorted array.,n 1,3
N (the length of the array) operations achieved for a sorted array.,best case element sort n 1,5
N (the length of the array) operations achieved for a sorted array.,n 1 best case array already sort,5
N (the length of the array) operations achieved for a sorted array.,best case only look list once best case scenario go list not make change the list already sort,5
N (the length of the array) operations achieved for a sorted array.,best case 1 bad case n,0
N (the length of the array) operations achieved for a sorted array.,best case scenario already sort list insertion sort progress list number operation directly proportional number element list also note o n big o notation,5
N (the length of the array) operations achieved for a sorted array.,n operation best case scenario number increase order,5
N (the length of the array) operations achieved for a sorted array.,number operation insertion sort best case n n 1 2 best case insertion sort on sorted list run o n,3
N (the length of the array) operations achieved for a sorted array.,simplistic move one element list one inserting correct position new slot start over best case 0 1,2
N (the length of the array) operations achieved for a sorted array.,1 operation best case scenario s already sort one comparision,3
N (the length of the array) operations achieved for a sorted array.,1 list two ints only one must move,2
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",stackpush stackpop stackisempty,2
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",either traverse entire list pop give part create pointer system automatically point it,2
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",push add give node top stack leave previous node below pop remove return current top node stack,2
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",pop element one stack check see desire element not push onto another stack finish pop item second stack push back onto first stack this ensure order element maintain,5
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",function keep track element pop function put pop element backinto function,4
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",createstack push isempty pop boolean return value,2
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",traverse list array find element,1
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",pop element off stack and another stack storage desire element found,4
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",pop element off stack find element push pop element back on stack,5
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",stack implement use array simply search array item stack implement use link list pop value off stack either value find stack empty item put back list,4
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",pop item off top find look for stack end up empty never find item not exist stack also necessary save pop value case want recreate stack,5
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",need pop opertation go throught stack find element,3
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",iterate stack check number against current element,0
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",depends on type stack on true stack haft pop element stack find element want after need push element remove back stack order remove java style stack peek function return element want instead require perform excessive action require true stack,5
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",keep pop node store alternate stack give element find pop give element push previously pop node back onto stack,5
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",traverse stack pop element search,3
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",pop element compare look push back on stack not lose,4
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",need perform search list element i dont really understand question ask it not clear,0
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",basically pop stack find give element,3
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",pop push,2
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",pop element push back,4
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",top item give element pop stack repeat item find stack empty,3
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",pop operation,1
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",keep use peek gettop see top element pop top element peek gettop provide element look for,2
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",need pop item on stack compare item item find no item need remove,3
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",use link list stack need temp stack retain value use pop function pop off element compare it not element look for push temp stack repeat element find find it pop off temp stack back onto regular stack complete stack again,5
"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",isemptry determines stack full not pop to remove top element not on look search you compare element stack data look for,2
Private and public.,local global local variable function specific,1.5
Private and public.,public private,5
Private and public.,function data member give access specification public private friend public access give function member not give specific access right,5
Private and public.,static long unsigned,0
Private and public.,public private protect,5
Private and public.,private public protect friend,5
Private and public.,public function variable use outside class private function variable only used class,5
Private and public.,private public protect,5
Private and public.,public access program private only accessed class function no outside function call,5
Private and public.,data member data function access specifier,0
Private and public.,public private protect,5
Private and public.,public private protect,5
Private and public.,public private,5
Private and public.,public access outside class private accessible only inside class not inherit protect accessible only inside class inherit,5
Private and public.,public private,5
Private and public.,public private restrict,4.5
Private and public.,public private,5
Private and public.,public private,5
Private and public.,private public,5
Private and public.,access specifier use c class definition private public,5
Private and public.,public private specifier,5
Private and public.,c class definition include access specifier public private static,4
Private and public.,public private protect,5
Private and public.,public private,5
Private and public.,public protect private,5
Private and public.,public private,5
Private and public.,access specifier public private,5
push,stack operation correspond enqueue queue push operation,5
push,push stack operation correspond enqueue operation queue operation insert new item one end the top back respectively adt,5
push,push,5
push,push,5
push,push insert something top stack,5
push,push operation,5
push,fifo first first,0
push,enqueue corresponds push dequeue corresponds pop,5
push,push,5
push,stack operation almost opposite enqueue operation,0
push,push operation put item end list,5
push,not sure question mean use stack push operation enqueue operation detect palindrome,5
push,push enqueue pop dequeue,5
push,enqueue queue equivalent push dequeue queue equivalent pop,5
push,push method stack operation,5
push,push correspond enqueue similarly place new element stack queue,5
push and pop,push pop push add element stack pop remove top element stack,5
push and pop,push add element pop remove element,5
push and pop,push pop search isempty,4
push and pop,push insert element on top stack pop remove last inserted element stack,5
push and pop,push pop two main function define stack,5
push and pop,push pop,5
push and pop,push add element stack pop take element off stack,5
push and pop,push add item top stack pop remove top item stack,5
push and pop,push pop push add give node top stack leave previous node below pop remove return current top node stack,5
push and pop,push pop full isempty,4.5
push and pop,push pop,5
push and pop,push pop push put object stack pop take follow first last rule,5
push and pop,push insert pop retrieve,5
push and pop,push pop,5
push and pop,push insert item pop remove item,5
push and pop,push pop two main function stack,5
push and pop,pop function push function,5
push and pop,push put element on stack pop take element off stack,5
push and pop,push add item top stack pop take first item off top stack,5
push and pop,pop push,5
push and pop,pop push,5
push and pop,add new item remove item,5
push and pop,main operation stack push pop push add item top stack pop remove top item stack,5
push and pop,push function pop function,5
push and pop,push pop,5
push and pop,push pop,5
push and pop,isempty push pop along usually,5
push and pop,push pop add remove data stack respectively,5
push and pop,pop push,5
push and pop,push add element top stack pop remove top element stack,5
push and pop,pop remove head least recently insert node stack push insert new node head stack,5
push and pop,pop push remove element insert element,5
push and pop,push pop isempty isfull maybe list show elements operation count how many element stack,4.5
push and pop,pop remove item push insert element,5
push and pop,push add item stack pop pull last item add array,5
push and pop,push pop,5
push and pop,main function define stack push put element on top stack pop remove item top,5
push and pop,push pop,5
push and pop,push pop push put object list pop take last object off,5
push and pop,push pop,5
"Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",select minimum number array put current position move on,5
"Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",loop entire list iteration find small element move current position,5
"Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",run find low or high value put desired position,5
"Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",search array large small element move front array search next large small element move front,5
"Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",find minimum value list swap first element list find second large swap second element array continue like array sort,5
"Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",place small item list position 1 proceeds value last position ray reach,5
"Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",selection sort algorithm selects larges item array put place select next large array sort,5
"Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",selection sort search whole array large item puts end array search second large item put second last spot on,5
"Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",selection sort find small number leave unsorted array put end sort,4
"Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",selects minimum remaining element array palces miminum current position move next position,5
"Taking one array element at a time, from left to right, it identifies the minimum from the remaining elements and swaps it with the current element.",cycle unsorted list place minimum next slot sort list repeat,5
